lat,long
41.7967461,-87.9285777
41.7972708,-87.9579848
41.924490000000006,-87.67805
41.886047,-87.633636
41.8564224243164,-87.6526336669922
41.91729,-87.698959
41.940647,-87.786491
41.8836212158203,-87.6500778198242
41.83364,-87.65139
41.9765281677246,-87.7689743041992
41.918171,-87.697624
41.9210968017578,-87.7022552490234
41.8003921,-87.603826
41.9894034,-87.69832740000001
41.910256,-87.692894
41.925353,-87.68799
41.9720611572266,-87.7036895751953
42.00886,-87.6952699
41.93083,-87.66852
41.9629669189453,-87.65292358398442
41.924759,-87.796844
41.975250244140604,-87.8066940307617
41.9255175,-87.73622309999999
41.881634000000005,-87.629021
41.9905396,-87.71787259999999
41.722752,-87.667854
42.010422,-87.680954
41.9461212158203,-87.7468490600586
41.9789695739746,-87.90240478515621
41.9558194465438,-87.9153594287109
41.978968,-87.902405
41.86752,-87.62295
41.8881207,-87.63284990000002
41.8591105,-87.62704529999998
41.87815300000001,-87.64926700000002
41.8911104,-87.6244703
42.034863,-87.860374
41.79950773715971,-87.5886974483728
41.92449000000001,-87.67805
41.889333094882105,-87.6540427360595
41.92472,-87.67856
41.89269007649921,-87.6255311477036
41.903312683105504,-87.6837921142578
41.89564895629879,-87.6757354736328
41.8956837386869,-87.6492008865082
41.8695608269946,-87.6324462890625
41.9323807,-87.6936417
41.9829894024018,-87.7868342399597
41.9373521,-87.66490379999998
41.9678223878145,-87.76767589151859
41.9315421,-87.692153
41.89084329999999,-87.67877179999998
41.9956757873297,-87.7127455919981
41.68975,-87.67415
41.8745918,-87.69487
41.885837554931605,-87.6213607788086
41.884802,-87.634602
41.9256292149543,-87.7189611921875
41.946628570556605,-87.7029266357422
41.89135220000001,-87.6790949
41.886168,-87.651361
41.883205413818395,-87.62732696533199
41.948168652044394,-87.821742428125
41.89793014526371,-87.67066192626949
41.942081,-87.66109399999998
41.9007097,-87.6531805
41.97079,-87.7333699
41.9744699,-87.69174
41.9327954800786,-87.6432854833008
41.9897232055664,-87.70203399658199
41.890705,-87.625221
41.8835913315406,-87.6260905966797
41.9540648,-87.66627779999997
41.9181022644043,-87.6976470947266
41.94004,-87.66262990000001
